season_player_id,season_code,player_id,player,team_id,games_played,games_started,minutes,points,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,turnovers,blocks_favour,blocks_against,fouls_committed,fouls_received,valuation,plus_minus,minutes_per_game,points_per_game,two_points_made_per_game,two_points_attempted_per_game,two_points_percentage,three_points_made_per_game,three_points_attempted_per_game,three_points_percentage,free_throws_made_per_game,free_throws_attempted_per_game,free_throws_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,turnovers_per_game,blocks_favour_per_game,blocks_against_per_game,fouls_committed_per_game,fouls_received_per_game,valuation_per_game,plus_minus_per_game
U2018_P008983_BRE,U2018,P008983,"MIKA, ERIC",BRE,9.0,4.0,148.3,34,11,23,0,0,12,19,7,15,22,2,4,10,2,1,31,14,17,-52,16.48,3.78,1.22,2.56,0.478,0.0,0.0,0.0,1.33,2.11,0.632,0.78,1.67,2.44,0.22,0.44,1.11,0.22,0.11,3.44,1.56,1.89,-5.78
U2020_P008983_PAR,U2020,P008983,"MIKA, ERIC",PAR,12.0,3.0,182.5,76,31,56,1,2,11,19,21,23,44,8,4,19,5,4,23,22,79,0,15.2,6.33,2.58,4.67,0.554,0.08,0.17,0.5,0.92,1.58,0.579,1.75,1.92,3.67,0.67,0.33,1.58,0.42,0.33,1.92,1.83,6.58,0.0
U2021_P008983_BOU,U2021,P008983,"MIKA, ERIC",BOU,4.0,0.0,80.8,43,16,30,0,2,11,15,6,16,22,8,2,4,2,1,6,15,61,-3,20.2,10.75,4.0,7.5,0.533,0.0,0.5,0.0,2.75,3.75,0.733,1.5,4.0,5.5,2.0,0.5,1.0,0.5,0.25,1.5,3.75,15.25,-0.75
U2022_P011836_BOU,U2022,P011836,"MIKE, ISIAHA",BOU,17.0,16.0,416.5,178,41,73,22,56,30,38,20,59,79,31,19,21,12,1,48,39,214,-18,24.5,10.47,2.41,4.29,0.562,1.29,3.29,0.393,1.76,2.24,0.789,1.18,3.47,4.65,1.82,1.12,1.24,0.71,0.06,2.82,2.29,12.59,-1.06
U2023_P011836_BOU,U2023,P011836,"MIKE, ISIAHA",BOU,24.0,24.0,560.1,307,76,134,36,100,47,59,22,80,102,36,39,31,6,4,49,56,328,104,23.34,12.79,3.17,5.58,0.567,1.5,4.17,0.36,1.96,2.46,0.797,0.92,3.33,4.25,1.5,1.62,1.29,0.25,0.17,2.04,2.33,13.67,4.33
U2007_P000338_ANT,U2007,P000338,"MIKULAS, GABRIEL",ANT,3.0,0.0,9.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,-3,-12,3.14,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.67,0.33,-1.0,-4.0
U2012_PKPD_RUD,U2012,PKPD,"MILAKNIS, ARTURAS",RUD,6.0,4.0,172.2,54,4,12,14,30,4,6,2,7,9,8,5,6,1,0,14,8,39,-15,28.69,9.0,0.67,2.0,0.333,2.33,5.0,0.467,0.67,1.0,0.667,0.33,1.17,1.5,1.33,0.83,1.0,0.17,0.0,2.33,1.33,6.5,-2.5
U2015_PKPD_UNK,U2015,PKPD,"MILAKNIS, ARTURAS",UNK,16.0,3.0,331.0,111,6,12,31,83,6,6,2,19,21,13,1,9,1,1,29,10,60,42,20.69,6.94,0.38,0.75,0.5,1.94,5.19,0.373,0.38,0.38,1.0,0.12,1.19,1.31,0.81,0.06,0.56,0.06,0.06,1.81,0.62,3.75,2.62
U2012_P004294_NIO,U2012,P004294,"MILBOURNE, LANDON",NIO,5.0,5.0,133.8,55,18,36,4,17,7,8,4,7,11,8,4,4,3,0,20,12,37,-55,26.75,11.0,3.6,7.2,0.5,0.8,3.4,0.235,1.4,1.6,0.875,0.8,1.4,2.2,1.6,0.8,0.8,0.6,0.0,4.0,2.4,7.4,-11.0
U2013_P004294_NIO,U2013,P004294,"MILBOURNE, LANDON",NIO,16.0,14.0,430.3,162,49,85,14,52,22,32,26,31,57,10,13,17,9,4,43,33,136,3,26.89,10.12,3.06,5.31,0.576,0.88,3.25,0.269,1.38,2.0,0.688,1.62,1.94,3.56,0.62,0.81,1.06,0.56,0.25,2.69,2.06,8.5,0.19
U2009_PLIZ_ARI,U2009,PLIZ,"MILES, AARON",ARI,14.0,8.0,328.0,109,33,60,4,7,31,40,7,31,38,48,17,17,2,3,33,39,161,26,23.43,7.79,2.36,4.29,0.55,0.29,0.5,0.571,2.21,2.86,0.775,0.5,2.21,2.71,3.43,1.21,1.21,0.14,0.21,2.36,2.79,11.5,1.86
U2014_PLIZ_TIV,U2014,PLIZ,"MILES, AARON",TIV,9.0,3.0,224.2,45,21,47,0,0,3,5,9,20,29,38,8,10,1,5,13,21,86,124,24.92,5.0,2.33,5.22,0.447,0.0,0.0,0.0,0.33,0.56,0.6,1.0,2.22,3.22,4.22,0.89,1.11,0.11,0.56,1.44,2.33,9.56,13.78
U2018_P008922_LMG,U2018,P008922,"MILES, ISAIAH",LMG,14.0,9.0,311.7,144,21,47,27,52,21,27,9,37,46,12,9,19,3,3,41,32,126,-49,22.27,10.29,1.5,3.36,0.447,1.93,3.71,0.519,1.5,1.93,0.778,0.64,2.64,3.29,0.86,0.64,1.36,0.21,0.21,2.93,2.29,9.0,-3.5
U2021_P008922_PAT,U2021,P008922,"MILES, ISAIAH",PAT,7.0,7.0,154.6,61,5,10,17,39,0,0,4,14,18,8,2,9,2,0,17,6,44,-47,22.09,8.71,0.71,1.43,0.5,2.43,5.57,0.436,0.0,0.0,0.0,0.57,2.0,2.57,1.14,0.29,1.29,0.29,0.0,2.43,0.86,6.29,-6.71
U2016_P007417_SKO,U2016,P007417,"MILESKI, MARTIN",SKO,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U2019_P009896_PAR,U2019,P009896,"MILETIC, DUSAN",PAR,5.0,3.0,15.8,0,0,0,0,0,0,0,2,2,4,2,1,3,2,0,5,1,2,-12,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.4,0.2,0.6,0.4,0.0,1.0,0.2,0.4,-2.4
U2021_P009896_PAR,U2021,P009896,"MILETIC, DUSAN",PAR,1.0,0.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0
U2023_P009896_WRO,U2023,P009896,"MILETIC, DUSAN",WRO,18.0,15.0,461.7,269,101,138,13,32,28,40,27,96,123,33,22,24,33,6,45,32,369,-69,25.65,14.94,5.61,7.67,0.732,0.72,1.78,0.406,1.56,2.22,0.7,1.5,5.33,6.83,1.83,1.22,1.33,1.83,0.33,2.5,1.78,20.5,-3.83
U2025_P009896_CLU,U2025,P009896,"MILETIC, DUSAN",CLU,2.0,0.0,46.8,24,7,11,2,2,4,6,4,9,13,7,5,2,2,0,4,4,43,0,23.42,12.0,3.5,5.5,0.636,1.0,1.0,1.0,2.0,3.0,0.667,2.0,4.5,6.5,3.5,2.5,1.0,1.0,0.0,2.0,2.0,21.5,0.0
U2020_P009215_ULM,U2020,P009215,"MILICIC, IGOR",ULM,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U2008_PBZP_LIE,U2008,PBZP,"MILISAVLJEVIC, BRANKO",LIE,5.0,5.0,148.8,83,15,24,13,25,14,16,0,5,5,21,4,14,0,0,12,15,79,13,29.75,16.6,3.0,4.8,0.625,2.6,5.0,0.52,2.8,3.2,0.875,0.0,1.0,1.0,4.2,0.8,2.8,0.0,0.0,2.4,3.0,15.8,2.6
U2008_PCPM_ZGO,U2008,PCPM,"MILJKOVIC, DAMIR",ZGO,6.0,6.0,188.3,88,16,36,13,35,17,23,0,9,9,15,7,13,0,3,14,20,61,-34,31.38,14.67,2.67,6.0,0.444,2.17,5.83,0.371,2.83,3.83,0.739,0.0,1.5,1.5,2.5,1.17,2.17,0.0,0.5,2.33,3.33,10.17,-5.67
U2007_P000435_ASK,U2007,P000435,"MILLAGE, CURTIS",ASK,5.0,4.0,147.5,77,19,32,9,32,12,16,6,10,16,20,16,20,0,2,16,15,66,-34,29.5,15.4,3.8,6.4,0.594,1.8,6.4,0.281,2.4,3.2,0.75,1.2,2.0,3.2,4.0,3.2,4.0,0.0,0.4,3.2,3.0,13.2,-6.8
U2011_P000435_VEF,U2011,P000435,"MILLAGE, CURTIS",VEF,12.0,9.0,285.0,111,34,65,4,13,31,39,6,27,33,32,18,26,2,7,26,40,129,-1,23.75,9.25,2.83,5.42,0.523,0.33,1.08,0.308,2.58,3.25,0.795,0.5,2.25,2.75,2.67,1.5,2.17,0.17,0.58,2.17,3.33,10.75,-0.08
U2020_P010468_PAT,U2020,P010468,"MILLER, IAN",PAT,10.0,9.0,255.6,156,27,59,20,56,42,43,3,18,21,30,8,18,1,5,15,38,147,-60,25.56,15.6,2.7,5.9,0.458,2.0,5.6,0.357,4.2,4.3,0.977,0.3,1.8,2.1,3.0,0.8,1.8,0.1,0.5,1.5,3.8,14.7,-6.0
U2016_P007124_BER,U2016,P007124,"MILLER, MALCOLM",BER,10.0,3.0,166.6,63,13,23,9,17,10,16,8,21,29,9,6,8,6,4,24,18,71,-63,16.66,6.3,1.3,2.3,0.565,0.9,1.7,0.529,1.0,1.6,0.625,0.8,2.1,2.9,0.9,0.6,0.8,0.6,0.4,2.4,1.8,7.1,-6.3
U2018_P009048_DYR,U2018,P009048,"MILLER-MCINTYRE, CODI",DYR,8.0,6.0,181.4,46,9,23,9,33,1,3,4,11,15,45,9,15,1,3,19,10,49,-45,22.68,5.75,1.12,2.88,0.391,1.12,4.12,0.273,0.12,0.38,0.333,0.5,1.38,1.88,5.62,1.12,1.88,0.12,0.38,2.38,1.25,6.12,-5.62
U2019_P009048_LJU,U2019,P009048,"MILLER-MCINTYRE, CODI",LJU,10.0,9.0,297.5,152,56,98,8,29,16,21,11,39,50,45,18,20,0,5,29,27,170,-7,29.75,15.2,5.6,9.8,0.571,0.8,2.9,0.276,1.6,2.1,0.762,1.1,3.9,5.0,4.5,1.8,2.0,0.0,0.5,2.9,2.7,17.0,-0.7
U2020_P009048_PAR,U2020,P009048,"MILLER-MCINTYRE, CODI",PAR,12.0,12.0,314.9,157,46,84,15,38,20,26,3,44,47,54,20,31,1,6,23,31,183,34,26.24,13.08,3.83,7.0,0.548,1.25,3.17,0.395,1.67,2.17,0.769,0.25,3.67,3.92,4.5,1.67,2.58,0.08,0.5,1.92,2.58,15.25,2.83
U2021_P009048_ANR,U2021,P009048,"MILLER-MCINTYRE, CODI",ANR,21.0,13.0,563.2,281,79,152,30,83,33,53,13,63,76,145,28,51,7,8,53,64,343,18,26.82,13.38,3.76,7.24,0.52,1.43,3.95,0.361,1.57,2.52,0.623,0.62,3.0,3.62,6.9,1.33,2.43,0.33,0.38,2.52,3.05,16.33,0.86
U2014_P005891_BES,U2014,P005891,"MILLER, PATRICK",BES,3.0,0.0,30.4,7,2,6,1,2,0,0,0,2,2,3,1,1,2,0,4,4,9,-20,10.13,2.33,0.67,2.0,0.333,0.33,0.67,0.5,0.0,0.0,0.0,0.0,0.67,0.67,1.0,0.33,0.33,0.67,0.0,1.33,1.33,3.0,-6.67
U2017_P005891_PAR,U2017,P005891,"MILLER, PATRICK",PAR,10.0,1.0,263.5,164,50,92,5,23,49,57,6,16,22,37,6,27,0,2,21,51,162,-95,26.35,16.4,5.0,9.2,0.543,0.5,2.3,0.217,4.9,5.7,0.86,0.6,1.6,2.2,3.7,0.6,2.7,0.0,0.2,2.1,5.1,16.2,-9.5
U2018_P005891_ULM,U2018,P005891,"MILLER, PATRICK",ULM,13.0,12.0,331.2,182,60,118,5,22,47,59,6,20,26,50,18,32,1,1,33,47,171,-1,25.48,14.0,4.62,9.08,0.508,0.38,1.69,0.227,3.62,4.54,0.797,0.46,1.54,2.0,3.85,1.38,2.46,0.08,0.08,2.54,3.62,13.15,-0.08
U2009_P002052_DYR,U2009,P002052,"MILLER, PAUL",DYR,6.0,6.0,127.2,44,8,21,7,22,7,8,7,23,30,6,7,5,5,4,10,8,52,-14,21.21,7.33,1.33,3.5,0.381,1.17,3.67,0.318,1.17,1.33,0.875,1.17,3.83,5.0,1.0,1.17,0.83,0.83,0.67,1.67,1.33,8.67,-2.33
U2010_P002052_WLO,U2010,P002052,"MILLER, PAUL",WLO,5.0,5.0,119.4,70,30,40,1,5,7,11,9,9,18,1,3,3,2,0,12,6,67,-43,23.89,14.0,6.0,8.0,0.75,0.2,1.0,0.2,1.4,2.2,0.636,1.8,1.8,3.6,0.2,0.6,0.6,0.4,0.0,2.4,1.2,13.4,-8.6
U2015_P006917_TEL,U2015,P006917,"MILLSAP, ELIJAH",TEL,2.0,0.0,33.3,13,5,10,1,6,0,2,5,4,9,2,2,4,1,1,5,2,7,-7,16.63,6.5,2.5,5.0,0.5,0.5,3.0,0.167,0.0,1.0,0.0,2.5,2.0,4.5,1.0,1.0,2.0,0.5,0.5,2.5,1.0,3.5,-3.5
U2007_PAEX_PAM,U2007,PAEX,"MILOJEVIC, DEJAN",PAM,13.0,12.0,325.8,156,54,88,9,20,21,40,24,48,72,36,14,20,9,7,36,46,206,112,25.06,12.0,4.15,6.77,0.614,0.69,1.54,0.45,1.62,3.08,0.525,1.85,3.69,5.54,2.77,1.08,1.54,0.69,0.54,2.77,3.54,15.85,8.62
U2014_P002822_PAR,U2014,P002822,"MILOSAVLJEVIC, DRAGAN",PAR,3.0,3.0,62.0,25,5,12,5,9,0,0,1,7,8,13,1,8,0,0,7,4,25,28,20.68,8.33,1.67,4.0,0.417,1.67,3.0,0.556,0.0,0.0,0.0,0.33,2.33,2.67,4.33,0.33,2.67,0.0,0.0,2.33,1.33,8.33,9.33
U2015_P002822_BER,U2015,P002822,"MILOSAVLJEVIC, DRAGAN",BER,17.0,17.0,529.5,246,42,94,35,84,57,62,22,61,83,46,20,37,2,5,43,67,273,57,31.15,14.47,2.47,5.53,0.447,2.06,4.94,0.417,3.35,3.65,0.919,1.29,3.59,4.88,2.71,1.18,2.18,0.12,0.29,2.53,3.94,16.06,3.35
U2016_P002822_BER,U2016,P002822,"MILOSAVLJEVIC, DRAGAN",BER,14.0,12.0,413.2,178,39,74,25,46,25,32,11,27,38,51,14,27,1,4,34,31,185,-63,29.52,12.71,2.79,5.29,0.527,1.79,3.29,0.543,1.79,2.29,0.781,0.79,1.93,2.71,3.64,1.0,1.93,0.07,0.29,2.43,2.21,13.21,-4.5
U2018_P002822_MAL,U2018,P002822,"MILOSAVLJEVIC, DRAGAN",MAL,19.0,12.0,419.6,117,22,60,16,49,25,32,17,33,50,26,7,19,1,7,35,28,90,53,22.08,6.16,1.16,3.16,0.367,0.84,2.58,0.327,1.32,1.68,0.781,0.89,1.74,2.63,1.37,0.37,1.0,0.05,0.37,1.84,1.47,4.74,2.79
U2008_P001411_RED,U2008,P001411,"MILOSEVIC, MILAN",RED,7.0,1.0,88.6,29,7,12,2,6,9,14,8,10,18,2,2,7,0,1,7,9,31,31,12.66,4.14,1.0,1.71,0.583,0.29,0.86,0.333,1.29,2.0,0.643,1.14,1.43,2.57,0.29,0.29,1.0,0.0,0.14,1.0,1.29,4.43,4.43
U2009_P001411_RED,U2009,P001411,"MILOSEVIC, MILAN",RED,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U2011_P001411_BUD,U2011,P001411,"MILOSEVIC, MILAN",BUD,14.0,0.0,151.2,39,11,22,2,17,11,20,17,17,34,7,3,12,2,2,29,18,25,-41,10.8,2.79,0.79,1.57,0.5,0.14,1.21,0.118,0.79,1.43,0.55,1.21,1.21,2.43,0.5,0.21,0.86,0.14,0.14,2.07,1.29,1.79,-2.93
U2012_P001411_BUD,U2012,P001411,"MILOSEVIC, MILAN",BUD,14.0,0.0,101.6,20,3,11,4,16,2,2,6,17,23,6,1,3,1,1,19,2,10,-35,7.26,1.43,0.21,0.79,0.273,0.29,1.14,0.25,0.14,0.14,1.0,0.43,1.21,1.64,0.43,0.07,0.21,0.07,0.07,1.36,0.14,0.71,-2.5
U2015_P001411_AEK,U2015,P001411,"MILOSEVIC, MILAN",AEK,9.0,1.0,212.2,73,12,31,10,18,19,29,13,41,54,12,7,13,2,5,24,27,96,-11,23.57,8.11,1.33,3.44,0.387,1.11,2.0,0.556,2.11,3.22,0.655,1.44,4.56,6.0,1.33,0.78,1.44,0.22,0.56,2.67,3.0,10.67,-1.22
U2010_P002784_BUD,U2010,P002784,"MILOSEVIC, NEMANJA",BUD,2.0,0.0,3.7,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,1.83,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0
U2011_P002784_BUD,U2011,P002784,"MILOSEVIC, NEMANJA",BUD,1.0,0.0,12.6,7,3,3,0,0,1,4,1,2,3,0,0,1,0,0,4,4,6,-12,12.58,7.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,0.25,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,6.0,-12.0
U2015_P002784_BDS,U2015,P002784,"MILOSEVIC, NEMANJA",BDS,10.0,3.0,187.6,71,20,36,6,14,13,20,15,33,48,11,6,9,2,5,17,18,94,-103,18.76,7.1,2.0,3.6,0.556,0.6,1.4,0.429,1.3,2.0,0.65,1.5,3.3,4.8,1.1,0.6,0.9,0.2,0.5,1.7,1.8,9.4,-10.3
U2008_PJPP_RED,U2008,PJPP,"MILOSEVIC, STEVAN",RED,1.0,0.0,8.0,4,2,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,11,8.0,4.0,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,11.0
U2016_PJPP_LJU,U2016,PJPP,"MILOSEVIC, STEVAN",LJU,8.0,1.0,122.1,48,18,35,0,0,12,18,11,32,43,8,0,12,2,0,16,12,62,-41,15.27,6.0,2.25,4.38,0.514,0.0,0.0,0.0,1.5,2.25,0.667,1.38,4.0,5.38,1.0,0.0,1.5,0.25,0.0,2.0,1.5,7.75,-5.12
U2012_PTHY_BUD,U2012,PTHY,"MILOSEVIC, STRAHINJA",BUD,14.0,7.0,242.8,81,29,50,4,9,11,14,25,42,67,6,10,23,9,3,34,27,111,15,17.34,5.79,2.07,3.57,0.58,0.29,0.64,0.444,0.79,1.0,0.786,1.79,3.0,4.79,0.43,0.71,1.64,0.64,0.21,2.43,1.93,7.93,1.07
U2014_PTHY_SZO,U2014,PTHY,"MILOSEVIC, STRAHINJA",SZO,9.0,6.0,255.2,98,28,47,6,18,24,32,22,30,52,21,9,16,2,6,27,42,136,-19,28.36,10.89,3.11,5.22,0.596,0.67,2.0,0.333,2.67,3.56,0.75,2.44,3.33,5.78,2.33,1.0,1.78,0.22,0.67,3.0,4.67,15.11,-2.11
U2015_PTHY_SZO,U2015,PTHY,"MILOSEVIC, STRAHINJA",SZO,14.0,14.0,387.0,206,63,107,12,37,44,54,33,41,74,34,14,32,6,7,41,58,233,-78,27.65,14.71,4.5,7.64,0.589,0.86,2.64,0.324,3.14,3.86,0.815,2.36,2.93,5.29,2.43,1.0,2.29,0.43,0.5,2.93,4.14,16.64,-5.57
U2012_P001137_RED,U2012,P001137,"MILOVANOVIC, MILAN",RED,1.0,0.0,2.6,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,2,2,-2,2.6,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,-2.0
U2008_PLUU_ZEL,U2008,PLUU,"MILUTINOVIC, ANDREJA",ZEL,4.0,1.0,66.2,6,1,2,1,7,1,2,2,5,7,1,2,3,0,0,10,2,-3,-34,16.56,1.5,0.25,0.5,0.5,0.25,1.75,0.143,0.25,0.5,0.5,0.5,1.25,1.75,0.25,0.5,0.75,0.0,0.0,2.5,0.5,-0.75,-8.5
U2014_PLUU_PAR,U2014,PLUU,"MILUTINOVIC, ANDREJA",PAR,9.0,3.0,87.2,25,8,15,1,4,6,6,3,5,8,8,3,6,0,2,18,10,18,-33,9.69,2.78,0.89,1.67,0.533,0.11,0.44,0.25,0.67,0.67,1.0,0.33,0.56,0.89,0.89,0.33,0.67,0.0,0.22,2.0,1.11,2.0,-3.67
U2014_P003941_PAR,U2014,P003941,"MILUTINOV, NIKOLA",PAR,9.0,8.0,202.1,63,23,52,0,0,17,22,35,19,54,12,4,15,3,3,31,23,76,-28,22.46,7.0,2.56,5.78,0.442,0.0,0.0,0.0,1.89,2.44,0.773,3.89,2.11,6.0,1.33,0.44,1.67,0.33,0.33,3.44,2.56,8.44,-3.11
U2008_P001420_BES,U2008,P001420,"MIMS, DENNIS",BES,6.0,1.0,103.5,28,11,17,0,0,6,8,8,19,27,0,4,12,2,1,21,10,29,-24,17.25,4.67,1.83,2.83,0.647,0.0,0.0,0.0,1.0,1.33,0.75,1.33,3.17,4.5,0.0,0.67,2.0,0.33,0.17,3.5,1.67,4.83,-4.0
U2010_PKWH_UNK,U2010,PKWH,"MINARD, RICKY",UNK,16.0,6.0,288.2,124,37,78,9,28,23,38,9,27,36,29,15,29,0,4,28,34,102,88,18.01,7.75,2.31,4.88,0.474,0.56,1.75,0.321,1.44,2.38,0.605,0.56,1.69,2.25,1.81,0.94,1.81,0.0,0.25,1.75,2.12,6.38,5.5
U2011_PKWH_AZO,U2011,PKWH,"MINARD, RICKY",AZO,6.0,6.0,169.5,91,20,49,9,33,24,34,5,19,24,15,13,12,3,4,13,32,86,-45,28.24,15.17,3.33,8.17,0.408,1.5,5.5,0.273,4.0,5.67,0.706,0.83,3.17,4.0,2.5,2.17,2.0,0.5,0.67,2.17,5.33,14.33,-7.5
U2013_PKWH_NIK,U2013,PKWH,"MINARD, RICKY",NIK,9.0,8.0,242.3,74,27,56,1,9,17,23,2,23,25,35,14,25,4,1,24,26,85,-11,26.92,8.22,3.0,6.22,0.482,0.11,1.0,0.111,1.89,2.56,0.739,0.22,2.56,2.78,3.89,1.56,2.78,0.44,0.11,2.67,2.89,9.44,-1.22
U2025_P007423_NIN,U2025,P007423,"MINCHEV, YORDAN",NIN,2.0,1.0,57.8,16,5,7,1,3,3,4,2,17,19,5,2,0,1,0,6,5,37,-6,28.88,8.0,2.5,3.5,0.714,0.5,1.5,0.333,1.5,2.0,0.75,1.0,8.5,9.5,2.5,1.0,0.0,0.5,0.0,3.0,2.5,18.5,-3.0
U2022_P012052_WRO,U2022,P012052,"MINDOWICZ, MICHAL",WRO,2.0,0.0,15.8,5,1,2,1,2,0,0,0,2,2,0,2,0,1,0,2,0,6,3,7.9,2.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,3.0,1.5
U2023_P004645_WOL,U2023,P004645,"MINIOTAS, REGIMANTAS",WOL,17.0,7.0,283.7,87,30,50,4,11,15,20,26,47,73,12,10,9,0,5,24,24,136,-27,16.69,5.12,1.76,2.94,0.6,0.24,0.65,0.364,0.88,1.18,0.75,1.53,2.76,4.29,0.71,0.59,0.53,0.0,0.29,1.41,1.41,8.0,-1.59
U2024_P004645_WOL,U2024,P004645,"MINIOTAS, REGIMANTAS",WOL,19.0,15.0,294.5,65,27,52,2,16,5,10,23,60,83,5,5,9,3,5,34,12,81,14,15.5,3.42,1.42,2.74,0.519,0.11,0.84,0.125,0.26,0.53,0.5,1.21,3.16,4.37,0.26,0.26,0.47,0.16,0.26,1.79,0.63,4.26,0.74
U2011_P003597_SOF,U2011,P003597,"MINKOV, KRIS",SOF,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U2013_P003597_SOF,U2013,P003597,"MINKOV, KRIS",SOF,5.0,0.0,10.7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,-3,-6,2.14,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-0.6,-1.2
U2010_PCOY_ROA,U2010,PCOY,"MIPOKA, JEAN-MICHEL",ROA,6.0,1.0,87.2,39,9,15,5,12,6,6,1,12,13,3,2,8,1,0,12,6,31,4,14.53,6.5,1.5,2.5,0.6,0.83,2.0,0.417,1.0,1.0,1.0,0.17,2.0,2.17,0.5,0.33,1.33,0.17,0.0,2.0,1.0,5.17,0.67
U2007_PBFT_PAM,U2007,PBFT,"MIRALLES, ALBERT",PAM,15.0,4.0,284.7,80,28,56,4,13,12,19,12,30,42,16,6,23,10,7,39,19,60,-4,18.98,5.33,1.87,3.73,0.5,0.27,0.87,0.308,0.8,1.27,0.632,0.8,2.0,2.8,1.07,0.4,1.53,0.67,0.47,2.6,1.27,4.0,-0.27
U2008_PBFT_PAM,U2008,PBFT,"MIRALLES, ALBERT",PAM,13.0,6.0,215.4,71,30,60,0,1,11,18,18,20,38,3,10,15,7,6,32,23,61,24,16.57,5.46,2.31,4.62,0.5,0.0,0.08,0.0,0.85,1.38,0.611,1.38,1.54,2.92,0.23,0.77,1.15,0.54,0.46,2.46,1.77,4.69,1.85
U2007_PKER_OVA,U2007,PKER,"MIRANDA, MIGUEL",OVA,10.0,7.0,220.7,39,3,9,10,49,3,4,7,22,29,11,5,17,2,2,26,7,2,-110,22.07,3.9,0.3,0.9,0.333,1.0,4.9,0.204,0.3,0.4,0.75,0.7,2.2,2.9,1.1,0.5,1.7,0.2,0.2,2.6,0.7,0.2,-11.0
U2013_P005305_ALE,U2013,P005305,"MIRKOVIC, UROS",ALE,7.0,1.0,145.9,50,10,19,8,29,6,7,5,18,23,7,7,10,1,1,18,12,40,-11,20.84,7.14,1.43,2.71,0.526,1.14,4.14,0.276,0.86,1.0,0.857,0.71,2.57,3.29,1.0,1.0,1.43,0.14,0.14,2.57,1.71,5.71,-1.57
U2024_P013303_CLU,U2024,P013303,"MIRON, DARIUS",CLU,2.0,0.0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-4,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-2.0
