season_player_id,season_code,player_id,player,team_id,games_played,games_started,minutes,points,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,turnovers,blocks_favour,blocks_against,fouls_committed,fouls_received,valuation,plus_minus,minutes_per_game,points_per_game,two_points_made_per_game,two_points_attempted_per_game,two_points_percentage,three_points_made_per_game,three_points_attempted_per_game,three_points_percentage,free_throws_made_per_game,free_throws_attempted_per_game,free_throws_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,turnovers_per_game,blocks_favour_per_game,blocks_against_per_game,fouls_committed_per_game,fouls_received_per_game,valuation_per_game,plus_minus_per_game
U2014_PJFJ_JER,U2014,PJFJ,"GUR-ARIE, DANIEL",JER,2.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,-6,0.49,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,-3.0
U2008_PACR_BAO,U2008,PACR,"GUSTAS, GIEDRIUS",BAO,5.0,5.0,146.9,55,12,21,6,24,13,19,2,5,7,17,7,7,0,2,16,23,51,-22,29.38,11.0,2.4,4.2,0.571,1.2,4.8,0.25,2.6,3.8,0.684,0.4,1.0,1.4,3.4,1.4,1.4,0.0,0.4,3.2,4.6,10.2,-4.4
U2011_PACR_ZGO,U2011,PACR,"GUSTAS, GIEDRIUS",ZGO,6.0,5.0,138.0,38,8,23,4,14,10,11,1,4,5,8,7,15,0,0,16,17,18,-40,23.01,6.33,1.33,3.83,0.348,0.67,2.33,0.286,1.67,1.83,0.909,0.17,0.67,0.83,1.33,1.17,2.5,0.0,0.0,2.67,2.83,3.0,-6.67
U2023_P003850_LLI,U2023,P003850,"GUSTYS, ROKAS",LLI,3.0,0.0,19.9,3,1,3,0,0,1,2,2,4,6,1,2,4,0,0,5,1,1,-27,6.64,1.0,0.33,1.0,0.333,0.0,0.0,0.0,0.33,0.67,0.5,0.67,1.33,2.0,0.33,0.67,1.33,0.0,0.0,1.67,0.33,0.33,-9.0
U2017_P007837_TRN,U2017,P007837,"GUTIERREZ, JORGE",TRN,14.0,8.0,366.1,164,49,98,13,35,27,44,8,30,38,58,16,35,5,4,43,58,169,33,26.15,11.71,3.5,7.0,0.5,0.93,2.5,0.371,1.93,3.14,0.614,0.57,2.14,2.71,4.14,1.14,2.5,0.36,0.29,3.07,4.14,12.07,2.36
U2013_P005047_PLO,U2013,P005047,"GUTOAIA, ADRIAN",PLO,7.0,1.0,63.6,10,3,5,1,7,1,2,2,2,4,4,2,1,0,0,4,2,8,-50,9.09,1.43,0.43,0.71,0.6,0.14,1.0,0.143,0.14,0.29,0.5,0.29,0.29,0.57,0.57,0.29,0.14,0.0,0.0,0.57,0.29,1.14,-7.14
U2013_P004996_KSK,U2013,P004996,"GUVEN, EGEMEN",KSK,5.0,0.0,35.2,21,9,18,0,0,3,5,3,4,7,1,1,4,0,0,5,5,15,-21,7.05,4.2,1.8,3.6,0.5,0.0,0.0,0.0,0.6,1.0,0.6,0.6,0.8,1.4,0.2,0.2,0.8,0.0,0.0,1.0,1.0,3.0,-4.2
U2014_P004996_KSK,U2014,P004996,"GUVEN, EGEMEN",KSK,4.0,0.0,19.6,4,2,2,0,0,0,0,0,2,2,0,0,2,0,0,9,0,-5,-11,4.9,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,2.25,0.0,-1.25,-2.75
U2015_P004996_KSK,U2015,P004996,"GUVEN, EGEMEN",KSK,4.0,0.0,38.4,21,10,13,0,0,1,2,1,12,13,2,0,4,4,0,6,4,30,23,9.61,5.25,2.5,3.25,0.769,0.0,0.0,0.0,0.25,0.5,0.5,0.25,3.0,3.25,0.5,0.0,1.0,1.0,0.0,1.5,1.0,7.5,5.75
U2021_P004996_BBU,U2021,P004996,"GUVEN, EGEMEN",BBU,8.0,2.0,152.9,79,34,50,0,0,11,15,5,27,32,7,4,7,1,3,23,18,88,-41,19.11,9.88,4.25,6.25,0.68,0.0,0.0,0.0,1.38,1.88,0.733,0.62,3.38,4.0,0.88,0.5,0.88,0.12,0.38,2.88,2.25,11.0,-5.12
U2022_P011826_JOV,U2022,P011826,"GUY, KYLE",JOV,21.0,9.0,466.6,247,47,92,36,112,45,54,7,29,36,55,11,31,2,6,44,57,197,66,22.22,11.76,2.24,4.38,0.511,1.71,5.33,0.321,2.14,2.57,0.833,0.33,1.38,1.71,2.62,0.52,1.48,0.1,0.29,2.1,2.71,9.38,3.14
U2022_P011797_CLU,U2022,P011797,"GUZMAN, KAREL",CLU,15.0,9.0,351.7,139,28,40,16,55,35,46,17,39,56,32,20,21,4,2,42,49,173,-25,23.45,9.27,1.87,2.67,0.7,1.07,3.67,0.291,2.33,3.07,0.761,1.13,2.6,3.73,2.13,1.33,1.4,0.27,0.13,2.8,3.27,11.53,-1.67
U2023_P011797_CLU,U2023,P011797,"GUZMAN, KAREL",CLU,17.0,17.0,394.9,136,30,55,15,40,31,47,11,64,75,27,37,29,9,2,48,56,195,59,23.23,8.0,1.76,3.24,0.545,0.88,2.35,0.375,1.82,2.76,0.66,0.65,3.76,4.41,1.59,2.18,1.71,0.53,0.12,2.82,3.29,11.47,3.47
U2024_P011797_CLU,U2024,P011797,"GUZMAN, KAREL",CLU,15.0,13.0,359.1,139,35,58,14,42,27,35,19,23,42,22,16,28,7,2,42,34,129,-15,23.94,9.27,2.33,3.87,0.603,0.93,2.8,0.333,1.8,2.33,0.771,1.27,1.53,2.8,1.47,1.07,1.87,0.47,0.13,2.8,2.27,8.6,-1.0
U2025_P011797_CLU,U2025,P011797,"GUZMAN, KAREL",CLU,2.0,2.0,47.4,16,2,5,3,12,3,6,1,4,5,6,3,5,0,0,5,5,10,-4,23.72,8.0,1.0,2.5,0.4,1.5,6.0,0.25,1.5,3.0,0.5,0.5,2.0,2.5,3.0,1.5,2.5,0.0,0.0,2.5,2.5,5.0,-2.0
U2010_P002927_SIA,U2010,P002927,"GVEZDAUSKAS, DARIUS",SIA,6.0,2.0,103.7,34,5,19,6,18,6,6,0,5,5,9,1,5,0,1,8,7,16,-45,17.29,5.67,0.83,3.17,0.263,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.83,0.83,1.5,0.17,0.83,0.0,0.17,1.33,1.17,2.67,-7.5
U2021_P011299_LJU,U2021,P011299,"HABOT, BLAZ",LJU,2.0,0.0,8.6,4,1,5,0,0,2,2,2,1,3,0,0,1,0,0,0,1,3,-5,4.28,2.0,0.5,2.5,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.5,-2.5
U2007_P000630_GAL,U2007,P000630,"HACIOGLU, ISMET",GAL,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U2009_P001844_TRE,U2009,P001844,"HACKETT, DANIEL",TRE,12.0,5.0,211.1,69,18,34,7,15,12,20,4,14,18,16,10,14,0,1,33,26,59,-3,17.59,5.75,1.5,2.83,0.529,0.58,1.25,0.467,1.0,1.67,0.6,0.33,1.17,1.5,1.33,0.83,1.17,0.0,0.08,2.75,2.17,4.92,-0.25
U2021_P001844_VIR,U2021,P001844,"HACKETT, DANIEL",VIR,9.0,8.0,219.4,67,13,24,10,25,11,19,3,26,29,14,8,9,0,1,19,29,84,68,24.38,7.44,1.44,2.67,0.542,1.11,2.78,0.4,1.22,2.11,0.579,0.33,2.89,3.22,1.56,0.89,1.0,0.0,0.11,2.11,3.22,9.33,7.56
U2023_P012583_LKB,U2023,P012583,"HADZIBEGOVIC, ALEN",LKB,5.0,0.0,61.4,20,9,24,0,2,2,11,8,13,21,4,4,5,4,3,7,8,20,-31,12.28,4.0,1.8,4.8,0.375,0.0,0.4,0.0,0.4,2.2,0.182,1.6,2.6,4.2,0.8,0.8,1.0,0.8,0.6,1.4,1.6,4.0,-6.2
U2007_PKMF_JER,U2007,PKMF,"HAGAG, DROR",JER,12.0,10.0,307.7,84,19,41,12,30,10,12,10,27,37,51,18,27,1,4,30,26,114,7,25.64,7.0,1.58,3.42,0.463,1.0,2.5,0.4,0.83,1.0,0.833,0.83,2.25,3.08,4.25,1.5,2.25,0.08,0.33,2.5,2.17,9.5,0.58
U2015_P006337_ARI,U2015,P006337,"HAGINS, JAMELLE",ARI,16.0,16.0,365.2,160,66,116,0,0,28,43,31,57,88,8,4,29,16,5,44,45,178,-14,22.83,10.0,4.12,7.25,0.569,0.0,0.0,0.0,1.75,2.69,0.651,1.94,3.56,5.5,0.5,0.25,1.81,1.0,0.31,2.75,2.81,11.12,-0.88
U2010_P001909_OLD,U2010,P001909,"HAIN, DANIEL",OLD,6.0,2.0,31.8,3,0,1,1,2,0,2,2,4,6,0,0,3,0,0,6,1,-3,-19,5.3,0.5,0.0,0.17,0.0,0.17,0.33,0.5,0.0,0.33,0.0,0.33,0.67,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.17,-0.5,-3.17
U2015_P002856_AEK,U2015,P002856,"HAIRSTON, MALIK",AEK,10.0,10.0,288.0,118,32,69,10,21,24,33,10,21,31,16,6,14,3,3,28,29,101,-18,28.8,11.8,3.2,6.9,0.464,1.0,2.1,0.476,2.4,3.3,0.727,1.0,2.1,3.1,1.6,0.6,1.4,0.3,0.3,2.8,2.9,10.1,-1.8
U2016_P002856_JER,U2016,P002856,"HAIRSTON, MALIK",JER,4.0,0.0,36.4,7,0,4,2,5,1,2,1,7,8,3,0,2,1,1,10,3,1,-17,9.1,1.75,0.0,1.0,0.0,0.5,1.25,0.4,0.25,0.5,0.5,0.25,1.75,2.0,0.75,0.0,0.5,0.25,0.25,2.5,0.75,0.25,-4.25
U2007_PBQI_BOS,U2007,PBQI,"HAJRIC, SEID",BOS,2.0,0.0,6.2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,-14,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,-7.0
U2016_P003926_FUE,U2016,P003926,"HAKANSON, LUDDE",FUE,14.0,14.0,316.4,116,22,46,23,58,3,6,2,18,20,37,5,20,0,2,25,13,82,-9,22.6,8.29,1.57,3.29,0.478,1.64,4.14,0.397,0.21,0.43,0.5,0.14,1.29,1.43,2.64,0.36,1.43,0.0,0.14,1.79,0.93,5.86,-0.64
U2010_P002917_JER,U2010,P002917,"HAKMON, LIOR",JER,6.0,0.0,44.5,10,4,7,0,0,2,2,2,3,5,0,0,2,1,1,11,3,2,5,7.41,1.67,0.67,1.17,0.571,0.0,0.0,0.0,0.33,0.33,1.0,0.33,0.5,0.83,0.0,0.0,0.33,0.17,0.17,1.83,0.5,0.33,0.83
U2025_P013909_BAH,U2025,P013909,"HALE, HUNTER",BAH,2.0,1.0,44.8,29,3,8,6,12,5,7,0,5,5,8,4,9,0,2,4,4,22,31,22.41,14.5,1.5,4.0,0.375,3.0,6.0,0.5,2.5,3.5,0.714,0.0,2.5,2.5,4.0,2.0,4.5,0.0,1.0,2.0,2.0,11.0,15.5
U2020_P003538_PAI,U2020,P003538,"HALILOVIC, MIRALEM",PAI,6.0,2.0,103.8,35,17,42,0,0,1,3,9,19,28,11,2,8,5,1,17,10,38,19,17.29,5.83,2.83,7.0,0.405,0.0,0.0,0.0,0.17,0.5,0.333,1.5,3.17,4.67,1.83,0.33,1.33,0.83,0.17,2.83,1.67,6.33,3.17
U2021_P003538_PAI,U2021,P003538,"HALILOVIC, MIRALEM",PAI,19.0,8.0,404.4,172,75,140,0,0,22,37,34,72,106,33,16,35,13,11,45,34,203,63,21.29,9.05,3.95,7.37,0.536,0.0,0.0,0.0,1.16,1.95,0.595,1.79,3.79,5.58,1.74,0.84,1.84,0.68,0.58,2.37,1.79,10.68,3.32
U2007_P000482_CHA,U2007,P000482,"HALL, ADAM",CHA,8.0,1.0,153.3,74,19,41,8,19,12,23,9,12,21,7,10,20,0,2,26,21,41,5,19.16,9.25,2.38,5.12,0.463,1.0,2.38,0.421,1.5,2.88,0.522,1.12,1.5,2.62,0.88,1.25,2.5,0.0,0.25,3.25,2.62,5.12,0.62
U2007_PCRE_ART,U2007,PCRE,"HALL, DARIUS",ART,14.0,5.0,220.3,106,43,77,0,0,20,33,18,18,36,5,14,31,3,9,47,38,68,8,15.74,7.57,3.07,5.5,0.558,0.0,0.0,0.0,1.43,2.36,0.606,1.29,1.29,2.57,0.36,1.0,2.21,0.21,0.64,3.36,2.71,4.86,0.57
U2008_PCRE_ART,U2008,PCRE,"HALL, DARIUS",ART,4.0,2.0,82.2,37,14,32,0,0,9,19,11,13,24,3,6,7,1,2,15,21,40,1,20.56,9.25,3.5,8.0,0.438,0.0,0.0,0.0,2.25,4.75,0.474,2.75,3.25,6.0,0.75,1.5,1.75,0.25,0.5,3.75,5.25,10.0,0.25
U2011_PCRE_MUN,U2011,PCRE,"HALL, DARIUS",MUN,3.0,0.0,18.7,2,1,3,0,0,0,1,2,3,5,0,1,3,0,0,1,3,4,5,6.23,0.67,0.33,1.0,0.333,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,1.67,0.0,0.33,1.0,0.0,0.0,0.33,1.0,1.33,1.67
U2019_P009578_PAT,U2019,P009578,"HALL, LANGSTON",PAT,13.0,11.0,331.0,148,31,56,16,40,38,45,8,22,30,74,13,32,0,0,28,43,192,119,25.46,11.38,2.38,4.31,0.554,1.23,3.08,0.4,2.92,3.46,0.844,0.62,1.69,2.31,5.69,1.0,2.46,0.0,0.0,2.15,3.31,14.77,9.15
U2011_PAOZ_SSP,U2011,PAOZ,"HALPERIN, YOTAM",SSP,14.0,12.0,418.2,124,15,42,19,41,37,43,2,32,34,74,12,32,2,0,21,54,192,56,29.87,8.86,1.07,3.0,0.357,1.36,2.93,0.463,2.64,3.07,0.86,0.14,2.29,2.43,5.29,0.86,2.29,0.14,0.0,1.5,3.86,13.71,4.0
U2013_PAOZ_JER,U2013,PAOZ,"HALPERIN, YOTAM",JER,20.0,19.0,685.5,234,52,83,33,81,31,36,6,48,54,96,20,32,3,3,33,52,307,40,34.27,11.7,2.6,4.15,0.627,1.65,4.05,0.407,1.55,1.8,0.861,0.3,2.4,2.7,4.8,1.0,1.6,0.15,0.15,1.65,2.6,15.35,2.0
U2014_PAOZ_JER,U2014,PAOZ,"HALPERIN, YOTAM",JER,9.0,5.0,217.0,57,12,22,8,23,9,11,0,20,20,27,6,16,0,0,11,13,69,-32,24.12,6.33,1.33,2.44,0.545,0.89,2.56,0.348,1.0,1.22,0.818,0.0,2.22,2.22,3.0,0.67,1.78,0.0,0.0,1.22,1.44,7.67,-3.56
U2015_PAOZ_JER,U2015,PAOZ,"HALPERIN, YOTAM",JER,14.0,5.0,286.2,73,18,28,9,29,10,11,6,14,20,26,6,17,0,2,19,12,68,-40,20.45,5.21,1.29,2.0,0.643,0.64,2.07,0.31,0.71,0.79,0.909,0.43,1.0,1.43,1.86,0.43,1.21,0.0,0.14,1.36,0.86,4.86,-2.86
U2016_PAOZ_JER,U2016,PAOZ,"HALPERIN, YOTAM",JER,19.0,0.0,356.8,92,13,24,16,44,18,20,5,28,33,74,10,13,0,1,26,17,145,74,18.78,4.84,0.68,1.26,0.542,0.84,2.32,0.364,0.95,1.05,0.9,0.26,1.47,1.74,3.89,0.53,0.68,0.0,0.05,1.37,0.89,7.63,3.89
U2017_PAOZ_JER,U2017,PAOZ,"HALPERIN, YOTAM",JER,10.0,0.0,142.0,25,6,11,3,11,4,6,1,11,12,19,1,7,0,0,3,10,42,-24,14.19,2.5,0.6,1.1,0.545,0.3,1.1,0.273,0.4,0.6,0.667,0.1,1.1,1.2,1.9,0.1,0.7,0.0,0.0,0.3,1.0,4.2,-2.4
U2024_P012405_BAH,U2024,P012405,"HALTALI, FURKAN",BAH,17.0,3.0,147.3,40,14,26,0,0,12,21,19,9,28,7,2,15,5,3,33,18,28,-3,8.66,2.35,0.82,1.53,0.538,0.0,0.0,0.0,0.71,1.24,0.571,1.12,0.53,1.65,0.41,0.12,0.88,0.29,0.18,1.94,1.06,1.65,-0.18
U2025_P012405_BAH,U2025,P012405,"HALTALI, FURKAN",BAH,1.0,0.0,5.0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,2,3,-6,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,-6.0
U2009_PJSS_BER,U2009,PJSS,"HAMANN, STEFFEN",BER,16.0,1.0,250.3,57,15,29,5,16,12,14,1,16,17,26,10,10,0,3,35,14,49,-10,15.65,3.56,0.94,1.81,0.517,0.31,1.0,0.312,0.75,0.88,0.857,0.06,1.0,1.06,1.62,0.62,0.62,0.0,0.19,2.19,0.88,3.06,-0.62
U2011_PJSS_MUN,U2011,PJSS,"HAMANN, STEFFEN",MUN,6.0,6.0,150.7,39,9,16,4,9,9,10,1,5,6,23,5,9,0,2,19,15,45,-30,25.12,6.5,1.5,2.67,0.562,0.67,1.5,0.444,1.5,1.67,0.9,0.17,0.83,1.0,3.83,0.83,1.5,0.0,0.33,3.17,2.5,7.5,-5.0
U2019_P009880_RIS,U2019,P009880,"HAMILTON, ALEX",RIS,10.0,10.0,329.0,158,44,81,9,27,43,58,8,32,40,53,22,36,11,2,14,55,217,-76,32.9,15.8,4.4,8.1,0.543,0.9,2.7,0.333,4.3,5.8,0.741,0.8,3.2,4.0,5.3,2.2,3.6,1.1,0.2,1.4,5.5,21.7,-7.6
U2020_P010436_BBU,U2020,P010436,"HAMILTON, DANIEL DOMONIQUE",BBU,3.0,1.0,55.2,22,2,5,6,9,0,1,2,10,12,1,1,5,0,1,9,3,17,-22,18.38,7.33,0.67,1.67,0.4,2.0,3.0,0.667,0.0,0.33,0.0,0.67,3.33,4.0,0.33,0.33,1.67,0.0,0.33,3.0,1.0,5.67,-7.33
U2019_P009782_DAR,U2019,P009782,"HAMILTON, JOHNNY",DAR,15.0,14.0,427.2,170,67,109,0,0,36,55,58,63,121,9,9,28,21,1,44,57,253,25,28.48,11.33,4.47,7.27,0.615,0.0,0.0,0.0,2.4,3.67,0.655,3.87,4.2,8.07,0.6,0.6,1.87,1.4,0.07,2.93,3.8,16.87,1.67
U2020_P009782_MBA,U2020,P009782,"HAMILTON, JOHNNY",MBA,2.0,1.0,40.6,20,8,12,0,0,4,6,3,9,12,0,2,5,5,0,2,6,32,-20,20.28,10.0,4.0,6.0,0.667,0.0,0.0,0.0,2.0,3.0,0.667,1.5,4.5,6.0,0.0,1.0,2.5,2.5,0.0,1.0,3.0,16.0,-10.0
U2015_P006445_OKT,U2015,P006445,"HAMILTON, JORDAN",OKT,6.0,5.0,196.7,73,22,51,6,25,11,17,9,37,46,9,4,10,2,1,15,21,75,-17,32.78,12.17,3.67,8.5,0.431,1.0,4.17,0.24,1.83,2.83,0.647,1.5,6.17,7.67,1.5,0.67,1.67,0.33,0.17,2.5,3.5,12.5,-2.83
U2018_P006445_BRE,U2018,P006445,"HAMILTON, JORDAN",BRE,10.0,10.0,266.8,149,30,57,16,51,41,53,16,37,53,31,12,19,3,2,23,36,166,-89,26.68,14.9,3.0,5.7,0.526,1.6,5.1,0.314,4.1,5.3,0.774,1.6,3.7,5.3,3.1,1.2,1.9,0.3,0.2,2.3,3.6,16.6,-8.9
U2007_PCSW_CHA,U2007,PCSW,"HAMILTON, JUSTIN (A)",CHA,10.0,10.0,290.2,69,24,44,3,25,12,17,2,30,32,46,13,24,1,0,32,14,72,-31,29.02,6.9,2.4,4.4,0.545,0.3,2.5,0.12,1.2,1.7,0.706,0.2,3.0,3.2,4.6,1.3,2.4,0.1,0.0,3.2,1.4,7.2,-3.1
U2008_PCSW_CHA,U2008,PCSW,"HAMILTON, JUSTIN (A)",CHA,11.0,11.0,333.7,110,25,48,16,36,12,15,5,36,41,32,16,11,5,3,34,18,128,44,30.34,10.0,2.27,4.36,0.521,1.45,3.27,0.444,1.09,1.36,0.8,0.45,3.27,3.73,2.91,1.45,1.0,0.45,0.27,3.09,1.64,11.64,4.0
U2009_PCSW_CHA,U2009,PCSW,"HAMILTON, JUSTIN (A)",CHA,6.0,4.0,155.4,35,13,19,2,11,3,5,2,10,12,8,6,6,0,0,13,7,32,-99,25.9,5.83,2.17,3.17,0.684,0.33,1.83,0.182,0.5,0.83,0.6,0.33,1.67,2.0,1.33,1.0,1.0,0.0,0.0,2.17,1.17,5.33,-16.5
U2012_PCSW_CHA,U2012,PCSW,"HAMILTON, JUSTIN (A)",CHA,6.0,6.0,180.2,26,7,14,4,18,0,1,2,19,21,5,6,7,0,0,17,3,15,-70,30.04,4.33,1.17,2.33,0.5,0.67,3.0,0.222,0.0,0.17,0.0,0.33,3.17,3.5,0.83,1.0,1.17,0.0,0.0,2.83,0.5,2.5,-11.67
U2013_PCSW_CHA,U2013,PCSW,"HAMILTON, JUSTIN (A)",CHA,10.0,8.0,252.5,28,8,22,3,20,3,4,5,24,29,21,5,8,1,2,21,11,32,-96,25.25,2.8,0.8,2.2,0.364,0.3,2.0,0.15,0.3,0.4,0.75,0.5,2.4,2.9,2.1,0.5,0.8,0.1,0.2,2.1,1.1,3.2,-9.6
U2015_PCSW_CHA,U2015,PCSW,"HAMILTON, JUSTIN (A)",CHA,6.0,1.0,66.2,13,2,6,3,9,0,1,2,5,7,3,0,2,0,0,2,3,11,-13,11.03,2.17,0.33,1.0,0.333,0.5,1.5,0.333,0.0,0.17,0.0,0.33,0.83,1.17,0.5,0.0,0.33,0.0,0.0,0.33,0.5,1.83,-2.17
U2012_P004399_CIB,U2012,P004399,"HAMILTON, JUSTIN (B)",CIB,5.0,3.0,86.9,39,14,25,0,0,11,12,8,9,17,0,1,5,2,0,10,10,42,-27,17.37,7.8,2.8,5.0,0.56,0.0,0.0,0.0,2.2,2.4,0.917,1.6,1.8,3.4,0.0,0.2,1.0,0.4,0.0,2.0,2.0,8.4,-5.4
U2015_P004399_PAM,U2015,P004399,"HAMILTON, JUSTIN (B)",PAM,15.0,11.0,296.3,170,55,101,11,28,27,38,34,49,83,18,14,16,9,8,28,35,203,79,19.75,11.33,3.67,6.73,0.545,0.73,1.87,0.393,1.8,2.53,0.711,2.27,3.27,5.53,1.2,0.93,1.07,0.6,0.53,1.87,2.33,13.53,5.27
U2012_P004317_BIL,U2012,P004317,"HAMILTON, LAMONT",BIL,16.0,16.0,364.4,212,76,132,6,15,42,56,25,58,83,14,11,27,13,6,35,52,238,23,22.77,13.25,4.75,8.25,0.576,0.38,0.94,0.4,2.62,3.5,0.75,1.56,3.62,5.19,0.88,0.69,1.69,0.81,0.38,2.19,3.25,14.88,1.44
U2014_P004317_OKT,U2014,P004317,"HAMILTON, LAMONT",OKT,6.0,6.0,147.1,79,19,40,8,22,17,22,6,21,27,11,4,10,4,1,16,26,84,-5,24.52,13.17,3.17,6.67,0.475,1.33,3.67,0.364,2.83,3.67,0.773,1.0,3.5,4.5,1.83,0.67,1.67,0.67,0.17,2.67,4.33,14.0,-0.83
U2015_P004317_BES,U2015,P004317,"HAMILTON, LAMONT",BES,6.0,2.0,102.0,48,13,25,5,14,7,9,6,14,20,6,4,6,3,3,12,17,54,-12,17.0,8.0,2.17,4.17,0.52,0.83,2.33,0.357,1.17,1.5,0.778,1.0,2.33,3.33,1.0,0.67,1.0,0.5,0.5,2.0,2.83,9.0,-2.0
U2017_P003893_BIL,U2017,P003893,"HAMMINK, SHANE",BIL,10.0,5.0,189.4,51,13,25,4,14,13,15,5,21,26,8,8,8,1,1,22,16,55,-33,18.94,5.1,1.3,2.5,0.52,0.4,1.4,0.286,1.3,1.5,0.867,0.5,2.1,2.6,0.8,0.8,0.8,0.1,0.1,2.2,1.6,5.5,-3.3
U2010_P001455_ASV,U2010,P001455,"HAMMONDS, CLIFF",ASV,6.0,6.0,188.2,69,15,31,9,26,12,16,3,17,20,24,5,8,1,2,14,14,72,3,31.37,11.5,2.5,5.17,0.484,1.5,4.33,0.346,2.0,2.67,0.75,0.5,2.83,3.33,4.0,0.83,1.33,0.17,0.33,2.33,2.33,12.0,0.5
U2011_P001455_BAN,U2011,P001455,"HAMMONDS, CLIFF",BAN,11.0,5.0,236.5,66,13,20,10,23,10,12,6,12,18,16,10,14,1,0,16,13,72,14,21.5,6.0,1.18,1.82,0.65,0.91,2.09,0.435,0.91,1.09,0.833,0.55,1.09,1.64,1.45,0.91,1.27,0.09,0.0,1.45,1.18,6.55,1.27
U2013_P001455_BER,U2013,P001455,"HAMMONDS, CLIFF",BER,20.0,20.0,503.8,144,47,94,13,30,11,16,12,39,51,50,19,32,0,8,54,37,138,87,25.19,7.2,2.35,4.7,0.5,0.65,1.5,0.433,0.55,0.8,0.688,0.6,1.95,2.55,2.5,0.95,1.6,0.0,0.4,2.7,1.85,6.9,4.35
U2019_P009582_SOP,U2019,P009582,"HAMMONDS, LEYTON",SOP,10.0,10.0,270.5,100,24,41,13,40,13,16,8,29,37,5,7,18,1,5,31,13,62,-30,27.05,10.0,2.4,4.1,0.585,1.3,4.0,0.325,1.3,1.6,0.812,0.8,2.9,3.7,0.5,0.7,1.8,0.1,0.5,3.1,1.3,6.2,-3.0
U2023_P009582_BES,U2023,P009582,"HAMMONDS, LEYTON",BES,13.0,5.0,302.7,80,12,32,16,49,8,9,16,20,36,7,13,7,3,3,24,13,64,22,23.28,6.15,0.92,2.46,0.375,1.23,3.77,0.327,0.62,0.69,0.889,1.23,1.54,2.77,0.54,1.0,0.54,0.23,0.23,1.85,1.0,4.92,1.69
U2022_P010802_PRS,U2022,P010802,"HAMON CRESPIN, MAEL",PRS,6.0,0.0,48.9,0,0,0,0,12,0,0,2,5,7,2,1,5,0,0,5,1,-11,-5,8.14,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.33,0.83,1.17,0.33,0.17,0.83,0.0,0.0,0.83,0.17,-1.83,-0.83
U2008_PLFN_BIL,U2008,PLFN,"HAMPL, TOMAS",BIL,4.0,0.0,13.7,1,0,0,0,0,1,2,0,2,2,0,0,0,0,0,4,1,-1,-6,3.42,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.25,-0.25,-1.5
U2009_PLFN_BIL,U2009,PLFN,"HAMPL, TOMAS",BIL,2.0,0.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,-3,-1,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,-1.5,-0.5
U2007_P000244_ANT,U2007,P000244,"HANAVAN, IAN",ANT,9.0,2.0,221.8,109,35,55,4,12,27,34,14,22,36,15,15,25,1,2,28,36,122,13,24.65,12.11,3.89,6.11,0.636,0.44,1.33,0.333,3.0,3.78,0.794,1.56,2.44,4.0,1.67,1.67,2.78,0.11,0.22,3.11,4.0,13.56,1.44
