player_first_name,player_last_name,team_id,FinalWeighted_JEI
JAMES,AUGUSTINE,CSK,96.41
JAMES,WHITE,CED,96.4
KHALIFA,KOUMADJE,BER,96.39
ZACH,LEDAY,OLY,96.37
CASEY,JACOBSEN,BAM,96.37
IOANNIS,BOUROUSIS,PAN,96.18
OMER FARUK,ASIK,ULK,96.11
TYLER,CAVANAUGH,ZAL,96.08
MAODO,LO,MUN,96.08
TYRIQUE,JONES,IST,95.92
TRAVIS,WATSON,ZAL,95.82
OMRI,CASSPI,TEL,95.76
CHRIS,JONES,TEL,95.69
KYLE,KURIC,BAR,95.67
TARENCE ANTHONY,KINSEY,NOV,95.65
PETTERI,KOPONEN,KHI,95.64
RAUL,LOPEZ,KHI,95.59
DUSKO,SAVANOVIC,MUN,95.56
OMER,YURTSEVEN,PAN,95.54
JORDAN,MICKEY,MAD,95.54
RONNIE,BURRELL,SOP,95.52
MATTHEW,MORGAN,VIR,95.46
NIHAD,DJEDOVIC,MUN,95.46
CHRIS,WARREN,CIB,95.43
CARLOS,CABEZAS,MAL,95.43
KEVIN,SERAPHIN,BAR,95.41
LEANDRO,BOLMARO,MIL,95.37
MARSHON,BROOKS,MIL,95.36
MARIUS,GRIGONIS,PAN,95.22
STRATOS,PERPEROGLOU,IST,95.2
DRAGAN,MILOSAVLJEVIC,PAR,95.18
DANIEL,THEIS,MCO,95.16
SASO,OZBOLT,LJU,95.12
DREW,NICHOLAS,IST,95.1
FRANK,KAMINSKY,PAR,95.1
MILKO,BJELICA,LIE,95.07
RAUL,LOPEZ,MAD,94.99
NICCOLO,MANNION,MIL,94.97
DONTAYE,DRAPER,IST,94.97
TIBOR,PLEISS,GAL,94.96
EARL,CALLOWAY,CIB,94.91
DAINIUS,SALENGA,ZAL,94.85
BOOTSY,THORNTON,SIE,94.8
KEITH,LANGFORD,PAN,94.8
MIRZA,BEGIC,ZAL,94.79
SCOONIE,PENN,IST,94.73
LONNIE,WALKER IV,ZAL,94.63
JALEN,REYNOLDS,TEL,94.6
GABRIELE,PROCIDA,BER,94.59
MATJAZ,SMODIS,CSK,94.59
ARNAS,BUTKEVICIUS,ZAL,94.56
MICHAEL,BRAMOS,PAN,94.48
ARVYDAS,MACIJAUSKAS,OLY,94.39
LANDRY,NNOKO,BER,94.38
KOSTAS,KAIMAKOGLOU,PAN,94.37
MICHAEL,ERIC,DAR,94.35
NORRIS,COLE,BUD,94.3
KAYA,PEKER,IST,94.27
JORGE,GARBAJOSA,MAD,94.25
AARON,JACKSON,BIL,94.24
MAIK,ZIRBES,RED,94.22
COLTON,IVERSON,TEL,94.08
CHARLES,SMITH,MAD,94.08
JOCK,LANDALE,ZAL,93.98
CHRIS,SINGLETON,IST,93.93
MORRIS,FINLEY,MIL,93.9
JOFFREY,LAUVERGNE,ULK,93.88
ANDREY,VORONTSEVICH,CSK,93.88
ALEX,MUMBRU,BIL,93.88
AUGUSTINE,RUBIT,ZAL,93.87
JUSTIN,ANDERSON,BAR,93.62
GEORGIOS,PAPAGIANNIS,MCO,93.61
MAM,JAITEH,VIR,93.6
CEDI,OSMAN,IST,93.56
STEFAN,JOVIC,MUN,93.54
ADAM,HANGA,RED,93.46
MARCO,BELINELLI,VIR,93.42
MILKO,BJELICA,BAS,93.41
BOJAN,BOGDANOVIC,CIB,93.4
TONYE,JEKIRI,BAS,93.39
JAYCEE,CARROLL,MAD,93.26
JAMON-ALFRED,LUCAS,MAR,93.25
STRATOS,PERPEROGLOU,OLY,93.24
NIKOLA,IVANOVIC,RED,93.13
HASSAN,MARTIN,OLY,93.1
PAU,RIBAS,BAR,93.08
IFFE,LUNDBERG,PAR,93.06
ROKAS,JOKUBAITIS,BAR,93.05
BROCK,MOTUM,ZAL,93.02
MIKE,SCOTT,ASV,93.02
SONNY,WEEMS,TEL,92.94
LOUIS,OLINDE,BER,92.78
JAMES WILLIAM,NUNNALLY,ULK,92.76
JAMES,ANDERSON,KHI,92.71
CARLOS,JIMENEZ,MAL,92.62
BRION,RUSH,ROA,92.6
JORDAN,MICKEY,DYR,92.58
ADRIEN,MOERMAN,BAR,92.42
JAMES,WEBB III,PAM,92.4
ISAAC,BONGA,MUN,92.37
KEITH,LANGFORD,TEL,92.31
RENALDAS,SEIBUTIS,LIE,92.22
BRYCE,TAYLOR,MUN,92.21
ERCAN,OSMANI,IST,92.21
JEFF,BROOKS,MAL,92.03
MANTAS,KALNIETIS,MIL,91.96
YOTAM,HALPERIN,OLY,91.88
MANTAS,KALNIETIS,ZAL,91.84
SEMIH,ERDEN,DAR,91.81
MAARTEN,LEUNEN,CTU,91.78
TYLER,DORSEY,ULK,91.67
TERENCE,MORRIS,CSK,91.65
KENNY,GREGORY,LJU,91.62
VANJA,MARINKOVIC,BAS,91.61
DARIO,BRIZUELA,BAR,91.59
NEMANJA,NEDOVIC,MIL,91.59
MARKO,BANIC,BIL,91.58
BRUNO,CABOCLO,PAR,91.48
DEON,THOMPSON,MUN,91.45
DESHAUN,THOMAS,MUN,91.4
EDWIN,JACKSON,BUD,91.38
ADAM,WACZYNSKI,MAL,91.38
DAVID,MCCORMACK,BER,91.27
DANIEL,HACKETT,OLY,91.24
NIGEL,WILLIAMS-GOSS,MAD,91.19
MOSES,WRIGHT,OLY,91.14
ANTE,ZIZIC,DAR,91.02
YOUSSOUPHA,FALL,BAS,91.01
NIKITA,KURBANOV,CSK,90.99
DARRUN,HILLIARD,BAS,90.98
BRENT,PETWAY,OLY,90.93
KAMAR,BALDWIN,BAS,90.92
LOREN,WOODS,IST,90.88
ARTSIOM,PARAKHOUSKI,TEL,90.85
CARLOS,SUAREZ,MAD,90.84
VICTOR,CLAVER,BAR,90.73
FRAN,VAZQUEZ,MAL,90.71
QYNTEL,WOODS,OLY,90.68
STEVEN,ENOCH,BAS,90.67
GASPER,VIDMAR,BES,90.65
OKARO,WHITE,PAN,90.61
JARON,BLOSSOMGAME,MCO,90.6
ACIE,LAW,OLY,90.6
RYAN,TOOLSON,MAL,90.59
PERO,ANTIC,OLY,90.58
DAVID,MOSS,MIL,90.36
BONZIE,COLSON,ULK,90.35
BENJAMIN,BENTIL,RED,90.34
ISAIAH,CANAAN,RED,90.34
DAULTON,HOMMES,BAS,90.26
LEON,RADOSEVIC,BAM,90.24
TYRESE,RICE,PAN,90.23
ADAM,HANGA,MAD,90.2
BERNI,RODRIGUEZ,MAL,90.14
VLADIMIR,JANKOVIC,PAN,90.12
ERRICK,MCCOLLUM,ULK,90.1
LEO,WESTERMANN,LMG,90.06
ANTONIS,FOTSIS,PAN,90.03
DAVID,LOGAN,SAS,89.96
ANTONIS,FOTSIS,MIL,89.95
JAMON-ALFRED,LUCAS,GAL,89.92
CHARLES,JENKINS,KHI,89.87
OGUZ,SAVAS,ULK,89.84
DANIEL,HACKETT,VIR,89.74
JANIS,TIMMA,BAS,89.71
SAMUEL,CLANCY,LEM,89.66
ANDREW,ALBICY,DYR,89.61
LUKAS,LEKAVICIUS,ZAL,89.46
THEODOROS,PAPALOUKAS,CSK,89.45
FERNANDO,SAN EMETERIO,PAM,89.41
AARON,WHITE,PAN,89.36
KEVIN,PANGOS,BAR,89.31
REYSHAWN,TERRY,ARI,89.3
BRACEY,WRIGHT,ARI,89.27
SEMI,OJELEYE,VIR,89.24
MALIK,HAIRSTON,MIL,89.22
NIKOS,ZISIS,SIE,89.21
BRANDON,PAUL,OLY,89.18
KEREM,TUNCERI,IST,89.15
D┬┤OR,FISCHER,MAD,89.15
KENNY,GREGORY,IST,89.09
NATHAN,JAWAI,BAR,89.09
FABIEN,CAUSEUR,MIL,89.06
MACIEJ,LAMPE,BAR,89.05
BRAD,OLESON,BAR,88.99
MARKO,GUDURIC,RED,88.99
OCTAVIUS,ELLIS,OLY,88.97
JOEL,BOLOMBOY,CSK,88.95
AARON,DOORNEKAMP,PAM,88.95
MBAYE,NDIAYE,ASV,88.9
SERTAC,SANLI,IST,88.89
PAUL,ZIPSER,MUN,88.85
DONTAYE,DRAPER,TIV,88.78
CHUCK,EIDSON,BAR,88.64
MINDAUGAS,LUKAUSKIS,LIE,88.63
MARCUS,ERIKSSON,CAN,88.6
VLADO,ILIEVSKI,SIE,88.56
DAVIS,BERTANS,BAS,88.53
FACUNDO,CAMPAZZO,RED,88.4
GOGA,BITADZE,BUD,88.38
ZORAN,DRAGIC,BAS,88.38
ROGER,GRIMAU,BAR,88.23
DEJAN,DAVIDOVAC,RED,88.15
COLTON,IVERSON,BAS,88.07
DAMIR,MARKOTA,BES,88.05
STRATOS,PERPEROGLOU,PAN,88.02
MAODO,LO,PRS,87.94
CHASE,BUDINGER,BAS,87.91
DAVID,LIGHTY,ASV,87.85
MATTHEW,STRAZEL,MCO,87.84
RICHARD,HENDRIX,MAL,87.83
JORDAN,NWORA,IST,87.83
ALBERTO,ABALDE,MAD,87.81
SONNY,WEEMS,ZAL,87.77
JONAH,MATHEWS,ASV,87.75
RATKO,VARDA,SOP,87.73
DEREK,WILLIS,IST,87.72
JEREMY,EVANS,KHI,87.69
DARJUS,LAVRINOVIC,ZAL,87.61
OGNJEN,KUZMIC,RED,87.57
ALEKSANDAR,RASIC,PAR,87.51
OLIVER,LAFAYETTE,OLY,87.36
STEFAN,JOVIC,PAM,87.28
ANDREAS,OBST,MUN,87.19
TARIK,BIBEROVIC,ULK,87.15
NOBEL,BOUNGOU-COLO,LMG,87.14
STEFANO,MANCINELLI,MIL,87.14
JAKA,BLAZIC,RED,87.05
TREMMELL,DARDEN,ZAL,87.05
OGNJEN,DOBRIC,RED,87
KRESIMIR,LONCAR,KHI,86.99
TERRELL,LYDAY,UNK,86.95
BRAD,OLESON,BAS,86.9
LUIS,SCOLA,MIL,86.89
DEMARQUIS,BOST,KHI,86.83
KELVIN,RIVERS,KHI,86.83
KRUNOSLAV,SIMON,MAL,86.76
KHALID,EL-AMIN,LIE,86.73
D┬┤OR,FISCHER,BIL,86.7
PETTERI,KOPONEN,MUN,86.67
RAFA,MARTINEZ,PAM,86.66
MILKO,BJELICA,IST,86.42
GEORGIOS,PAPAGIANNIS,ULK,86.33
GIORGI,SHERMADINI,CTU,86.31
LIVIO,JEAN-CHARLES,ASV,86.29
OLIVER,LAFAYETTE,ZAL,86.25
MARCUS,SLAUGHTER,BAM,86.23
MILAN,MACVAN,GAL,86.2
JORDAN,TAYLOR,ASV,86.14
YANN STEPHANE,LASME,IST,86.13
ONDREJ,BALVIN,CAN,86.13
ANTE,ZIZIC,VIR,86.11
JOE,INGLES,BAR,86.1
LAURYNAS,BIRUTIS,ZAL,86.05
TIM,ABROMAITIS,DYR,86.04
ROBERTAS,JAVTOKAS,ZAL,86.01
ALBERTO,ABALDE,PAM,86
KOSTAS,VASILIADIS,IST,85.94
COLLIN,MALCOLM,PRS,85.85
LUKSA,ANDRIC,CIB,85.73
LINAS,KLEIZA,ULK,85.69
SERTAC,SANLI,BAR,85.67
XABI,LOPEZ-AROSTEGUI,PAM,85.67
KELVIN,RIVERS,MAD,85.62
VICTOR,SADA,BAR,85.6
C.J.,WALLACE,BAR,85.54
NIKOS,PAPPAS,PAN,85.47
DEIVIDAS,SIRVYDIS,ZAL,85.41
ARTURAS,GUDAITIS,PAN,85.3
KRISTJAN,KANGUR,SIE,85.27
FABIEN,CAUSEUR,MAD,85.25
PATRIC CASEY,YOUNG,GAL,85.2
DARIUS MYRON,WASHINGTON JR,ROM,85.14
ANDREW,WISNIEWSKI,TEL,85.05
ZACH,MORLEY,BER,85.05
WILL,THOMAS,PAM,85.03
JORDI,TRIAS,BAR,85.03
DAVID,HAWKINS,SIE,84.97
ALEX,ABRINES,BAR,84.96
ROBERTAS,JAVTOKAS,KHI,84.95
DJ,STRAWBERRY,OLY,84.87
VLADIMIR,LUCIC,PAR,84.84
JEFF,BROOKS,MIL,84.84
SASHA,VEZENKOV,BAR,84.82
BLAKE,SCHILB,CHL,84.82
TREVION,WILLIAMS,BER,84.81
GUILLEM,VIVES,PAM,84.8
ARMONI,BROOKS,MIL,84.8
MARCUS,BROWN,TEL,84.65
MAM,JAITEH,MCO,84.55
MAIK,ZIRBES,BAM,84.4
HEIKO,SCHAFFARTZIK,MUN,84.39
RICKY,HICKMAN,ULK,84.38
STEFAN,MARKOVIC,MAL,84.33
VLADIMIR,STIMAC,MAL,84.32
DASHAUN,WOOD,BER,84.27
KOSTA,PEROVIC,BAR,84.23
JAMES,WEBB III,TEL,84.21
BROCK,MOTUM,IST,84.12
DRAGAN,BENDER,TEL,84.02
MARTYNAS,POCIUS,ZAL,84.01
NIHAD,DJEDOVIC,BER,83.95
AUSTIN,DAYE,GAL,83.95
ALEX,RENFROE,DYR,83.94
ENDER,ARSLAN,GAL,83.88
VLADIMIR,MICOV,CTU,83.79
NATE,WOLTERS,PAN,83.73
THOMAS,KELATI,MAL,83.67
JUAN,NUNEZ,BAR,83.66
MARIO,KASUN,BAR,83.66
MILAN,MACVAN,PAR,83.65
KEREM,TUNCERI,MAD,83.62
TREMMELL,DARDEN,MAD,83.46
NEMANJA,GORDIC,BUD,83.45
YANN STEPHANE,LASME,TEL,83.45
ARTURAS,MILAKNIS,ZAL,83.45
MARTIN,HERMANNSSON,PAM,83.43
ROBERTAS,JAVTOKAS,PAM,83.39
JAMES,GIST,PAR,83.37
MOUHAMET,DIOUF,VIR,83.33
VANGELIS,MANTZARIS,OLY,83.28
ACHILLE,POLONARA,VIR,83.23
LOUIS,CAMPBELL,STR,83.22
COTY,CLARKE,BUD,83.21
PEPE,SANCHEZ,BAR,83.2
DIMITRIOS,MAVROEIDIS,MAR,83.2
BOSTJAN,NACHBAR,BAR,83.13
MARCUS,WILLIAMS,TIV,83.06
MARCUS,SLAUGHTER,MAD,83.05
BRYANT,DUNSTON,VIR,83.04
KOSTAS,VASILIADIS,BIL,83.04
EDWIN,JACKSON,MAL,83.03
DAVID,LOGAN,BAS,83
DJ,STRAWBERRY,CAN,83
NANDO,DE COLO,PAM,82.99
DARJUS,LAVRINOVIC,NIK,82.91
ISAIAH,CANAAN,UNK,82.83
ISMAEL,BAKO,ASV,82.81
RAY,MCCALLUM,DAR,82.62
JANIS,STRELNIEKS,CSK,82.59
RETIN,OBASOHAN,ASV,82.55
LOUKAS,MAVROKEFALIDIS,OLY,82.55
ZAN MARK,SISKO,MUN,82.46
MARIN,ROZIC,CIB,82.45
KOSTAS,KAIMAKOGLOU,UNK,82.43
ROLANDS,SMITS,IST,82.41
PIERRE,ORIOLA,BAR,82.39
REGGIE,REDDING,DAR,82.36
LUKA,ZORIC,ULK,82.32
MIRZA,BEGIC,MAD,82.3
LIVIO,JEAN-CHARLES,OLY,82.19
DANTE LIMAN,EXUM,BAR,82
SCOTTY,HOPSON,IST,81.9
DESHAUN,THOMAS,BAR,81.89
JOHN,DIBARTOLOMEO,TEL,81.81
DANILO,BARTHEL,ULK,81.72
ALEN,SMAILAGIC,ZAL,81.69
NOVICA,VELICKOVIC,MAD,81.54
SHARROD,FORD,BAM,81.3
GERALD,FITCH,MAL,81.29
MIKE,HALL,MIL,81.22
LATAVIOUS,WILLIAMS,UNK,81.12
ROKAS,JOKUBAITIS,ZAL,81.11
LUKASZ,KOSZAREK,GSS,81.1
JONAS,MACIULIS,MIL,81.05
KEREM,GONLUM,GAL,81.03
IOANNIS,PAPAPETROU,OLY,81.03
LUIGI,DATOME,MIL,81.02
VLADIMIR,VEREMEENKO,UNK,81.02
D┬┤OR,FISCHER,UNK,80.99
ZORAN,PLANINIC,IST,80.98
ALEN,SMAILAGIC,PAR,80.98
D.J.,SEELEY,MUN,80.91
PERO,ANTIC,ULK,80.88
ARTURAS,JOMANTAS,LIE,80.83
KALEB,TARCZEWSKI,MIL,80.71
JEREL,BLASSINGAME,SOP,80.64
MICHAEL,ROLL,MIL,80.46
LUKE,HARANGODY,DAR,80.4
STANKO,BARAC,IST,80.39
TONY,CROCKER,KHI,80.38
JORDAN,FARMAR,TEL,80.36
DEJAN,MUSLI,BAM,80.36
JONAS,MACIULIS,MAD,80.34
RIMANTAS,KAUKENAS,ZAL,80.32
PJ,DOZIER,IST,80.31
ZORAN,DRAGIC,KHI,80.3
ANDREA,CROSARIOL,ROM,80.28
JASIEL,RIVERO,PAM,80.26
TOMAS,RESS,SIE,80.25
VITALY,FRIDZON,CSK,80.18
AUSTIN JAMES,HOLLINS,RED,80.14
LUCA,VILDOZA,OLY,80.13
DAIRIS,BERTANS,MIL,80.08
JARELL,MARTIN,TEL,80.07
OGNJEN,JARAMAZ,MUN,80.05
STEFANO,TONUT,MIL,79.93
ANTONIUS,CLEVELAND,TEL,79.87
NENO,DIMITRIJEVIC,MIL,79.86
MIRZA,BEGIC,LJU,79.84
JON,DIEBLER,IST,79.78
LEON,RADOSEVIC,CIB,79.73
D.J.,SEELEY,TEL,79.69
JAKA,BLAZIC,BAS,79.67
LUIGI,DATOME,ROM,79.63
FILIP,DYLEWICZ,SOP,79.59
MARKO,SIMONOVIC,RED,79.48
SEMIH,ERDEN,ULK,79.46
GASPER,VIDMAR,ULK,79.43
AMATH,M'BAYE,IST,79.38
POPS,MENSAH-BONSU,GAL,79.37
JAMES,GIST,RED,79.35
USMAN,GARUBA,MAD,79.33
RICHARD,ROCCA,MIL,79.31
JASMIN,HUKIC,LJU,79.27
MILAN,GUROVIC,SOP,79.2
PATRICIO,GARINO,BAS,79.2
JORDAN,LOYD,PAM,79.19
NIKOLA,PRKACIN,CIB,79.09
BOJAN,POPOVIC,LIE,79.07
CLEVIN,HANNAH,CAN,79.06
SHAQUILLE,HARRISON,ASV,79.03
MIRZA,BEGIC,BAS,78.97
ANTOINE,DIOT,ASV,78.91
JEREMIAH,MASSEY,MAD,78.84
A.J.,SLAUGHTER,PAN,78.75
JAMES,ANDERSON,IST,78.7
ALEKSANDAR,MARIC,TIV,78.66
DEMARQUIS,BOST,ASV,78.59
COLTON,IVERSON,DYR,78.59
YAM,MADAR,PAR,78.57
ISMAEL,BAKO,VIR,78.56
AMINE,NOUA,ASV,78.53
MATTHEW,LOJESKI,PAN,78.51
DARJUS,LAVRINOVIC,ULK,78.37
ANSU,SESAY,MIL,78.34
RAVIV,LIMONAD,LEM,78.34
JUSTIN,CARTER,GAL,78.34
MATT,NIELSEN,LIE,78.31
JARED,HOMAN,MAR,78.29
KEVIN,PANGOS,MIL,78.26
PETR,CORNELIE,MAD,78.17
CARSEN,EDWARDS,ULK,78.13
DEJAN,MUSLI,PAR,78.13
NEMANJA,GORDIC,CED,78.09
JOHNNY,O'BRYANT,RED,78.04
BRIAN,ROBERTS,BAM,78.03
DAMIR,MRSIC,ULK,78.01
MARCUS,SLAUGHTER,DAR,77.95
CLAY,TUCKER,MAD,77.94
ROLANDS,SMITS,BAR,77.88
SYLVEN,LANDESBERG,TEL,77.87
ZANIS,PEINERS,DAR,77.78
VLADIMIR,DRAGICEVIC,GSS,77.76
EULIS,BAEZ,CAN,77.75
VLADIMIR,GOLUBOVIC,MAL,77.69
NIKOS,ZISIS,CSK,77.64
VYACHESLAV,ZAYTSEV,KHI,77.63
KEVIN  XAVIER,PUNTER,RED,77.55
DOVYDAS,GIEDRAITIS,ZAL,77.54
LYNN TERENCE,GREER,UNK,77.5
DAMIR,MARKOTA,LJU,77.48
JOE,RAGLAND,MIL,77.45
ANDRES,FELIZ,MAD,77.45
XAVIER,RABASEDA,CAN,77.44
CALEB,GREEN,MAL,77.4
DUSAN,VUKCEVIC,MIL,77.14
MIROSLAV,RADULJICA,MIL,77.13
ACHILLE,POLONARA,ZAL,77.12
KOSTAS,TSARTSARIS,PAN,77.1
ARTURAS,GUDAITIS,ZAL,77.05
FREDDIE,GILLESPIE,MUN,77.05
MATEUSZ,PONITKA,GSS,77.02
TOMAS,DIMSA,ZAL,77.01
PAPE,BADIANE,ROA,76.96
NIHAD,DJEDOVIC,ROM,76.89
MAODO,LO,MIL,76.88
RODRIGO,DE LA FUENTE,ROM,76.87
JOSHUA,SHIPP,GAL,76.76
DANILO,ANDUSIC,PAR,76.7
ANTANAS,KAVALIAUSKAS,ZAL,76.68
TREVION,WILLIAMS,TEL,76.65
DYLAN,OSETKOWSKI,ASV,76.56
JASON,THOMPSON,ULK,76.55
MARKO,BANIC,BER,76.55
TADAS,KLIMAVICIUS,ZAL,76.5
CHRIS,WARREN,AVE,76.45
PATRICK,BURKE,SOP,76.44
DANIEL,DIEZ,MAL,76.37
ROMAIN,SATO,ULK,76.34
MAODO,LO,BAM,76.26
ANDREY,ZUBKOV,DYR,76.24
JAN-HENDRICK,JAGLA,SOP,76.24
MILKO,BJELICA,DAR,76.23
SAMMY,MEJIA,CHO,76.18
SERGEY,MONYA,KHI,76.16
AUGUSTO CESAR,LIMA,ZAL,76.09
PAULIUS,JANKUNAS,KHI,76.05
BRANDON,PAUL,IST,76.04
YOVEL,ZOOSMAN,TEL,76.03
TONYE,JEKIRI,ULK,76.03
ADEMOLA,OKULAJA,BAM,75.93
VIKTOR,SANIKIDZE,SIE,75.92
ANDRES,NOCIONI,MAD,75.9
LOUKAS,MAVROKEFALIDIS,PAN,75.86
JON,DIEBLER,GAL,75.82
KHALIFA,DIOP,BAS,75.81
MAURICE,NDOUR,PAM,75.79
ZORAN,ERCEG,OLY,75.75
MATTHEW,JANNING,IST,75.7
BENJAMIN,BENTIL,PAN,75.52
WENYEN,GABRIEL,PAN,75.51
GIANNOULIS,LARENTZAKIS,OLY,75.49
IOANNIS,PAPAPETROU,PAR,75.47
BRIAN,ROBERTS,OLY,75.46
MATTHEW,JANNING,SIE,75.42
SAM,HOSKIN,CIB,75.36
DAVIDE,PASCOLO,MIL,75.35
LAMONT,HAMILTON,BAS,75.32
BOSTJAN,NACHBAR,IST,75.32
SERGE,IBAKA,MAD,75.25
DEMETRIS,NICHOLS,CSK,75.21
QUINCY,ACY,TEL,75.21
CLIFFORD DANIEL,HAMMONDS,BER,75.2
WILLIAM,MCDOWELL-WHITE,BER,75.12
SHELVIN,MACK,PAN,75.09
KEVINN,PINKNEY,LJU,75.08
MINDAUGAS,KUZMINSKAS,ZAL,75.06
LOREN,WOODS,ZAL,75.03
GUY,PNINI,TEL,75.03
AXEL,TOUPANE,ZAL,74.75
JEREMY,EVANS,PAN,74.74
LEON,RADOSEVIC,BER,74.72
DANIEL,SANTIAGO,MAL,74.71
RIMANTAS,KAUKENAS,MAD,74.71
STANTON,KIDD,DAR,74.67
JOAN,SASTRE,PAM,74.67
VLADIMIR,DASIC,ROM,74.62
THOMAS,ROBINSON,KHI,74.59
NIELS,GIFFEY,MUN,74.56
LIOR,ELIYAHU,BAS,74.49
BRADY,MANEK,ZAL,74.39
ALEXANDER,TYUS-CECCHINI,ASV,74.34
VICTOR,CLAVER,PAM,74.32
EMIR,PRELDZIC,DAR,74.31
PATRIC CASEY,YOUNG,OLY,74.25
GANI,LAWAL,MIL,74.13
NIKOLAS,STAUSKAS,BAS,74.1
JAMAR,SMITH,LMG,74.07
FILIP,PETRUSEV,OLY,74.05
CHRIS,HILL,CHA,74.04
KELVIN,RIVERS,DYR,73.98
TOMAS,DELININKAITIS,ZAL,73.9
ROBIN,BENZING,MUN,73.89
JAMON-ALFRED,LUCAS,OLY,73.79
MARCO,SPISSU,UNK,73.73
SERTAC,SANLI,ULK,73.66
MILOVAN,RAKOVIC,SIE,73.65
LAZAROS,PAPADOPOULOS,MAD,73.63
PAU,RIBAS,BAS,73.56
JAMES,GIST,ULK,73.53
AUGUSTINE,RUBIT,OLY,73.42
FRAN,PILEPIC,CED,73.41
CHARLES,KAHUDI,ASV,73.25
MARKO,JAGODIC-KURIDZA,RED,73.2
JOEL,PARRA,BAR,73.14
KELLY,MCCARTY,UNK,73.11
RASHAD,WRIGHT,BER,73.1
MALTE,DELOW,BER,73.08
DANIEL,SANTIAGO,BAR,73.03
ALEC,PETERS,CSK,73.02
NEMANJA,DANGUBIC,RED,73.01
PANAGIOTIS,VASILOPOULOS,OLY,73
SLAVKO,VRANES,PAR,72.95
TXEMI,URTASUN,MAL,72.95
GEORGIOS,PRINTEZIS,MAL,72.92
RODERICK,BLAKNEY,OLY,72.84
TAL,BURSTEIN,TEL,72.82
ALEXANDER,TYUS-CECCHINI,IST,72.8
JOHN,GOLDSBERRY,BAM,72.8
KYLE,WEEMS,VIR,72.8
NATHAN,JAWAI,PAR,72.75
CHEVON,TROUTMAN,MUN,72.73
DANILO,ANDUSIC,MCO,72.73
ALLAN,RAY,ROM,72.72
DAIRIS,BERTANS,DAR,72.71
JONAH,RADEBAUGH,PAM,72.68
MARKO,ARAPOVIC,CED,72.6
LUKSA,ANDRIC,GAL,72.6
DESHAUN,THOMAS,IST,72.58
DEMARCUS,NELSON,RED,72.56
KAYA,PEKER,ULK,72.53
DEIVIDAS,GAILIUS,KLA,72.51
TOMAS,VAN DEN SPIEGEL,SOP,72.5
NICOLAS,BATUM,LEM,72.44
JAKA,LAKOVIC,GAL,72.37
EMIR,PRELDZIC,GAL,72.13
HOLLIS,THOMPSON,OLY,72.11
DEWARICK,SPENCER,VIR,72.08
SOFOKLIS,SCHORTSANITIS,PAN,72.07
BRYANT,DUNSTON,ZAL,72.07
IGOR,RAKOCEVIC,SIE,72.05
BILLY,KEYS,MAR,71.92
MARCUS,FIZER,TEL,71.87
KOSTAS,ANTETOKOUNMPO,ASV,71.86
JEFFERY,TAYLOR,MAD,71.85
ANZEJS,PASECNIKS,CAN,71.84
SHANE,LAWAL,SAS,71.72
JAIME,PRADILLA,PAM,71.72
OMER,ONAN,ULK,71.68
OSCAR,DA SILVA,MUN,71.66
KELVIN,RIVERS,ZAL,71.63
ARON,BAYNES,LJU,71.62
LUKAS,LEKAVICIUS,PAN,71.59
SAUL,BLANCO,MAL,71.53
KYLE,ALEXANDER,PAM,71.52
VEDRAN,VUKUSIC,CIB,71.47
SARUNAS,JASIKEVICIUS,BAR,71.45
TIMOTHE,LUWAWU-CABARROT,MIL,71.44
LUCA,VILDOZA,PAN,71.37
TARENCE ANTHONY,KINSEY,RED,71.34
SERGEY,KARASEV,KHI,71.3
AARON,HARRISON,OLY,71.3
SOFOKLIS,SCHORTSANITIS,OLY,71.27
THANASIS,ANTETOKOUNMPO,PAN,71.26
JAJUAN,JOHNSON,MUN,71.25
PAUL,LACOMBE,STR,71.25
JAMES,WHITE,ULK,71.2
ANDRE,RIDDICK,CHA,71.16
MALIK,HAIRSTON,GAL,71.15
IBRAHIM IBIN,JAABER,ZAL,71.07
ZORAN,DRAGIC,IST,71.02
SERGEY,BYKOV,TIV,71.01
NIKOLA,VUJCIC,TEL,70.91
PAU,RIBAS,PAM,70.9
GAL,MEKEL,TEL,70.88
DANKO,BRANKOVIC,MUN,70.83
TIBOR,PLEISS,BAM,70.81
TAYLOR,ROCHESTIE,TEL,70.73
MARQUES OSCAR,GREEN,ULK,70.68
MARC-ANTOINE,PELLIN,ROA,70.68
MARIO,KASUN,IST,70.68
GREGOR,FUCKA,ROM,70.62
OSCAR,DA SILVA,BAR,70.61
RAKIM,SANDERS,BAR,70.53
DRAGAN,MILOSAVLJEVIC,MAL,70.53
YAM,MADAR,ULK,70.49
MIKE,TOBEY,BAR,70.33
PAUL,LACOMBE,ASV,70.33
SAMARDO,SAMUELS,BAR,70.3
ANTON,GAVEL,MUN,70.27
MARIO,HEZONJA,BAR,70.24
ALEKSEJ,POKUSEVSKI,PAR,70.17
TIBOR,PLEISS,BAR,70.15
JOEL,BOLOMBOY,OLY,70.11
AKIN,AKINGBALA,NAN,70.04
RICCARDO,MORASCHINI,MIL,69.99
ELIAS,HARRIS,MUN,69.96
SALAH,MEJRI,MAD,69.89
PAVEL,ANTIPOV,UNK,69.87
AHMET,DUVERIOGLU,ULK,69.84
TARIK,BLACK,OLY,69.8
SERGI,VIDAL,MAL,69.77
JEREMY,LELOUP,STR,69.74
